jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment
added 04092106	Nikko			01013	101301	1	sub-02	22.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	170	173	free-breathing	70	71.91	270	269.76	36.25		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	381 kHz	no	LR						
added 04092107	Nikko			01013	101302	1	sub-03	23.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180	179	free-breathing	50	48.89	220	216.01	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
added 04092108	Nikko			01013	101303	1	sub-04	24.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	190	194	free-breathing	80	80.89	230	230.71	36.77		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	382 kHz	no	LR						
added 04092109	Nikko			01013	101304	1	sub-05	27.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180	179	free-breathing	70	73.66	230	228.71	37		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
added 04092110	Nikko			01013	101305	1	sub-13	18.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	400-450	420	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	90	92	free-breathing	110	109.46	250	249.78	36.37		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
added 04092111	Nikko			01013	101306	1	sub-14	19.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	310	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	160	161	free-breathing	90	90.7	270	270.96	37.12		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	384 kHz	no	LR						
added 04092112	Nikko			01013	101307	1	sub-15	22.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	330	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	150	148	free-breathing	110	113.08	240	238.68	36.97		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
added 04092113	Nikko			01013	101308	1	sub-16	24.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	190	191	free-breathing	80	84.97	210	205.06	37.01		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	385 kHz	no	LR						
added 04092114	Nikko			01013	101309	1	sub-17	25.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	305	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	170	166	free-breathing	110	110.33	280	283.49	37.48		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
added 20092020	Golden			01014	101400	1	344	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	61	350-400	367	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101401	1	392	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	63	350-400	370	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101402	1	399	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	63	350-400	395	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101403	1	403	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	65	350-400	396	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101404	1	404	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	64	300-350	327	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101405	1	467	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	220	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101406	1	468	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	225	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101407	1	475	7/20/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	61	200-250	245	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101408	1	486	7/25/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	55	200-250	215	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 20092020	Golden			01014	101409	1	488	7/26/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	56	200-250	229	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	NA	10	5	free-breathing	NA	unknown	NA	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	NA	0.325 mm x 0.325 mm	38	0.7	NA	300	none	Mapshim	NA	NA	NA	LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE					
added 24092020	Ting			01015	101500	1	sub01	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	190	193	free-breathing	110	107	NA	not available	38	not available	133	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101501	1	sub02	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	357	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	170	173	free-breathing	90	90	NA	not available	37.7	not available	119	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101502	1	sub03	23-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	180	180	free-breathing	80	83	NA	not available	38.1	not available	111	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101503	1	sub04	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	368	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	170	165	free-breathing	80	82	NA	not available	37.7	not available	115	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101504	1	sub05	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	348	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	170	168	free-breathing	90	85	NA	not available	37.7	not available	114	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101505	1	sub06	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	324	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	170	171	free-breathing	100	97	NA	not available	37.7	not available	106	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101506	1	sub07	1-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	324	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	160	164	free-breathing	150	150	NA	not available	37.7	not available	117	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101507	1	sub08	1-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	250-300	293	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	190	191	free-breathing	100	104	NA	not available	not available	not available	144	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101508	1	sub09	3-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	310	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	200	203	free-breathing	100	104	NA	not available	37.8	not available	154	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Ting			01015	101509	1	sub10	3-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	250-300	289	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	NA	160	162	free-breathing	90	89	NA	not available	37.8	not available	115	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90	0.36*0.36	9	1	0	370	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots					
added 24092020	Alcauter			01016	101600	1	38CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	239	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	0.8	air	20	15-20	free-breathing	50	49	NA	Not available	36,6	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101601	1	40CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	248	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.6	air	20	15-20	free-breathing	40	43	NA	Not available	35	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101602	1	42CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	238	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20	15-20	free-breathing	50	54	NA	Not available	35	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101603	1	44CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	234	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.2	air	20	15-20	free-breathing	40	44	NA	Not available	34,6	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101604	1	46CPre	20/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	248	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20	15-20	free-breathing	60	58	NA	Not available	35,2	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101605	1	48CPre	20/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	239	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	2	air	20	15-20	free-breathing	60	64	NA	Not available	35,8	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101606	1	50CPre	21/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	238	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20	15-20	free-breathing	50	53	NA	Not available	35,4	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101607	1	52CPre	21/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	235	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.5	air	20	15-20	free-breathing	70	65	NA	Not available	34,7	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101608	1	R54CPre	07/11/2016	Wistar	Wistar	Male	0-2	49-56	250-300	260	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.2	air	20	15-20	free-breathing	40	42	NA	Not available	34,5	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01016	101609	1	R58CPre	07/11/2016	Wistar	Wistar	Male	0-2	49-56	200-250	243	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20	15-20	free-breathing	40	40	NA	Not available	34,5	Not available		Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101700	1	sub-002	p60	Wistar	Wistar	Male	16-18	548	300-350	346	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	60	62	230	228	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101700	2	sub-002	p180	Wistar	Wistar	Male	16-18	548	300-350	346	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	60	62	230	228	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101701	1	sub-020	p60	Wistar	Wistar	Male	16-18	548	450-500	474	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	40	43	250	246	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101701	2	sub-020	p180	Wistar	Wistar	Male	16-18	548	450-500	474	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	40	43	250	246	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101702	1	sub-030B	p60	Wistar	Wistar	Male	16-18	548	350-400	386	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	40	37	190	189	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
added 24092020	Alcauter			01017	101702	2	sub-030B	p180	Wistar	Wistar	Male	16-18	548	350-400	386	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	NA	20	15-20	free-breathing	40	37	190	189	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60	0.469x0.469	20	1.2	0	600		mapshim				NA						
